Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,Imaging database,Imaging data link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
17302_00010,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00010_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00010_CCFv3,5068.3,4388.38,8871.7
17302_00011,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00011_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00011_CCFv3,5252,4526.48,9084.28
17302_00013,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00013_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00013_CCFv3,5113.15,4445.2,9005.67
17302_00014,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00014_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00014_CCFv3,4809.95,4174.23,8894.23
17302_00015,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00015_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00015_CCFv3,5233.42,4152.45,9032.6
17302_00016,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00016_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00016_CCFv3,4993.33,3848.3,8884.88
17302_00017,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00017_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00017_CCFv3,6886.2,4689.35,9512.72
17302_00018,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00018_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00018_CCFv3,5181.42,5271.48,8659.4
17302_00020,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00020_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00020_CCFv3,6765.77,4762.9,7519.42
17302_00021,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00021_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00021_CCFv3,6678.05,4544.9,7455.58
17302_00023,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,AM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00023_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00023_CCFv3,6444.67,4579.6,6285.92
17302_00024,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,PVT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00024_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00024_CCFv3,5847.88,4685.27,5577.88
17302_00025,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MD,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00025_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00025_CCFv3,6229.2,4102.85,5479.17
17302_00027,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00027_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00027_CCFv3,4965.55,4418.15,8798.2
17302_00030,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00030_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00030_CCFv3,4277.58,4475.45,8436.95
17302_00031,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00031_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00031_CCFv3,4919.5,4275.17,8502.3
17302_00032,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00032_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00032_CCFv3,4341.92,4080.25,8516.17
17302_00033,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00033_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00033_CCFv3,4252.52,4342.5,7857.08
17302_00035,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00035_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00035_CCFv3,8372.85,4043.98,7857.08
17302_00036,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00036_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00036_CCFv3,8208.53,3948.43,7956.23
17302_00037,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00037_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00037_CCFv3,7130.48,3579.25,8139.83
17302_00038,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00038_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00038_CCFv3,8386.83,3660.73,8053.62
17302_00039,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00039_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00039_CCFv3,7625.45,3302.75,8118.25
17302_00040,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00040_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00040_CCFv3,7894.9,3219.7,7893.33
17302_00041,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00041_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00041_CCFv3,7831.08,3163.45,7982.67
17302_00043,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00043_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00043_CCFv3,5287.38,3614.18,8356.12
17302_00044,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00044_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00044_CCFv3,4709.88,3528,8286.97
17302_00045,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00045_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00045_CCFv3,4663.7,3675.32,8113.85
17302_00046,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00046_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00046_CCFv3,5730.27,3187.62,8364.6
17302_00047,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00047_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00047_CCFv3,5220.85,2862.38,7905.5
17302_00048,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00048_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00048_CCFv3,7305.65,3014.45,8020.42
17302_00049,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00049_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00049_CCFv3,7649.73,3017.5,7927.42
17302_00050,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00050_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00050_CCFv3,4245.92,4214.98,7447.1
17302_00052,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00052_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00052_CCFv3,8356.22,3690.7,7741.5
17302_00053,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00053_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00053_CCFv3,6807.65,3933.48,7516.23
17302_00054,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00054_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00054_CCFv3,7294.08,4085.02,7239.12
17302_00055,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00055_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00055_CCFv3,4977.6,3274.07,7505.73
17302_00056,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00056_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00056_CCFv3,5004.17,3048.45,7718.3
17302_00057,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00057_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00057_CCFv3,4712.83,3089.05,7476.77
17302_00059,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00059_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00059_CCFv3,4295.6,3412,7042.42
17302_00062,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00062_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00062_CCFv3,5183.02,2938.57,7170.92
17302_00063,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00063_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00063_CCFv3,5210.27,2758.85,6988.95
17302_00064,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LD,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00064_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00064_CCFv3,7251.98,2916.6,7879.8
17302_00065,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LD,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00065_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00065_CCFv3,7200.4,2903.12,7803.77
17302_00066,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00066_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00066_CCFv3,7652.2,2959.62,7830.4
17302_00074,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00074_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00074_CCFv3,4588.55,4816.75,4179.27
17302_00075,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00075_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00075_CCFv3,5071.25,4735.42,2874.73
17302_00076,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00076_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00076_CCFv3,8126.02,3867.18,3695.45
17302_00077,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00077_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00077_CCFv3,8085.62,3800.8,3674.95
17302_00078,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00078_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00078_CCFv3,7562.05,3751.45,3466.07
17302_00079,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00079_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00079_CCFv3,8390.53,3765.62,3414.38
17302_00080,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00080_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00080_CCFv3,8078.73,3756.55,3366.25
17302_00081,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00081_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00081_CCFv3,5230.75,5233.5,2467.88
17302_00085,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00085_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00085_CCFv3,5700.7,4770.05,2511.8
17302_00086,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00086_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00086_CCFv3,5140.45,4671.48,2610.73
