Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,R24 Name,R24 Link,Age,Sex,Viewer Link,AP,ML,DV,Injection Type,Injection Type
SW171116-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,VAL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-01A/,NA,NA,NA,-1.255,1.1,-3.8,CTB 488,pressure (50nl)
SW171116-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,VM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-01A/,NA,NA,NA,-1.955,0.75,-4.75,CTB 555,pressure (50nl)
SW171116-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,PO,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-01A/,NA,NA,NA,-1.955,1,-4,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171116-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,CP,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-02A/,NA,NA,NA,0.145,3,-3.5,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171116-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,SSp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-02A/,NA,NA,NA,-0.755,3.75,-2,2 CTB 488,pressure (50nl)
SW171116-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,LH+MD,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-02A/,NA,NA,NA,-1.855,0.65,-2.7,3 CTB 555,pressure (50nl)
SW171116-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,SSp-ul,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-03A/,NA,NA,NA,-0.28,2.5,-1.1,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171116-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-03A/,NA,NA,NA,-0.28,3.6,-1.75,2 CTB 488,pressure (50nl)
SW171116-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,MOs-ll,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-03A/,NA,NA,NA,1.945,1,-1.4,3 CTB 555,pressure (50nl)
SW171116-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,SC+RSPv,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-04A/,NA,NA,NA,-4.455,1.25,-1.15,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171116-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,MRN,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-04A/,NA,NA,NA,-3.08,1.4,-4,2 CTB 488,pressure (50nl)
SW171116-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,VAL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171116-04A/,NA,NA,NA,-1.855,1.3,-4.2,3 CTB 555,pressure (50nl)
SW171117-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,VISam,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-01A/,NA,NA,NA,-3.58,1.65,0.43,CTB 488,pressure (50nl)
SW171117-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,VPL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-01A/,NA,NA,NA,-1.455,1.9,3.37,CTB 555,pressure (50nl)
SW171117-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,MOp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-01A/,NA,NA,NA,-0.755,1.1,0.75,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171117-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,ORBl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-01A/,NA,NA,NA,2.445,1.3,2.15,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171117-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,ORBl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-02A/,NA,NA,NA,2.245,1.5,2.7,CTB 488,pressure (50nl)
SW171117-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-02A/,NA,NA,NA,-0.755,0.6,0.75,CTB 555,pressure (50nl)
SW171117-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,PO,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-02A/,NA,NA,NA,-2.155,1.1,3.3,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171117-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,RSPd/RSPagl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-02A/,NA,NA,NA,-3.28,0.9,0.65,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171117-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,RSPagl/d,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-03A/,NA,NA,NA,-2.88,0.85,0.45,CTB 488,pressure (50nl)
SW171117-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,AD/AMv/fx,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-03A/,NA,NA,NA,-0.43,0.95,3.7,CTB 555,pressure (50nl)
SW171117-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,MOs/ACAd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-03A/,NA,NA,NA,-0.48,0.6,0.6,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171117-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,AONm/TTd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-03A/,NA,NA,NA,2.945,0.85,2.65,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171117-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,ORBvl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-04A/,NA,NA,NA,2.345,0.85,2.4,CTB 488,pressure (50nl)
SW171117-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,ACAd/MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-04A/,NA,NA,NA,-0.955,0.58,0.75,CTB 555,pressure (50nl)
SW171117-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,LP,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-04A/,NA,NA,NA,-2.155,0.88,2.85,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171117-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde ,RSPagl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171117-04A/,NA,NA,NA,-3.38,1.08,0.4,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171130-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,SSp-un,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-01A/,NA,NA,NA,1.745,2.65,-2.8,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171130-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-01A/,NA,NA,NA,1.42,1.5,-1.5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171130-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-01A/,NA,NA,NA,1.42,2.25,-1.5,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW171130-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-02A/,NA,NA,NA,1.42,2.25,-1.75,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171130-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-02A/,NA,NA,NA,1.245,1.5,-1,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171130-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-02A/,NA,NA,NA,0.945,1.5,-0.9,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171130-03A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171130-03A/,NA,NA,NA,1.345,1.5,-1.35,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171130-03A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171130-03A/,NA,NA,NA,0.945,1.4,-1.6,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171130-03A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171130-03A/,NA,NA,NA,1.145,2.25,-1.5,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171201-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171201-01A/,NA,NA,NA,1.645,1.5,-1.5,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171201-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,SSp-un,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171201-01A/,NA,NA,NA,1.645,2.5,-2,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171201-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171201-01A/,NA,NA,NA,1.545,1.25,-1.25,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW171201-02A,mouse,NCBI:txid10090,,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U01 Dong,BIL,https://download.brainimagelibrary.org/37/b6/37b6b36dedaab6c3/Round_3/SW171201-02A/,NA,NA,NA,2.045,1.8,-1.05,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171201-02A,mouse,NCBI:txid10090,,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U01 Dong,BIL,https://download.brainimagelibrary.org/37/b6/37b6b36dedaab6c3/Round_3/SW171201-02A/,NA,NA,NA,1.645,2.2,-0.95,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171201-02A,mouse,NCBI:txid10090,,Tracer Injected,anterograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U01 Dong,BIL,https://download.brainimagelibrary.org/37/b6/37b6b36dedaab6c3/Round_3/SW171201-02A/,NA,NA,NA,1.345,1.35,-0.65,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW171205-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,fp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-01A/,NA,NA,NA,-3.455,1.5,-1,CTB 488,pressure (50nl)
SW171205-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,RT,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-01A/,NA,NA,NA,-0.555,1.25,-3.4,CTB 555,pressure (50nl)
SW171205-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,MM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-01A/,NA,NA,NA,-2.88,0.4,-6.25,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171205-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,RE,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-01A/,NA,NA,NA,-0.655,0.4,-4.9,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171205-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,RSPv,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-02A/,NA,NA,NA,-3.68,0.9,-1,CTB 488,pressure (50nl)
SW171205-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,AM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-02A/,NA,NA,NA,-0.655,1.1,-3.75,CTB 555,pressure (50nl)
SW171205-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-02A/,NA,NA,NA,NA,NA,,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171205-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,RE,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171205-02A/,NA,NA,NA,-0.655,0.4,-4.75,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171214-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,PL,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171214-01A/,NA,NA,NA,2.045,0.25,-2.5,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW171214-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,PL/ACAd,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171214-01A/,NA,NA,NA,1.645,0.25,-1.25,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW171214-01A,mouse,NCBI:txid10090,NA,Tracer Injected,anterograde,ACAd/MOs,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171214-01A/,NA,NA,NA,1.645,0.25,-0.75,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW171221-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,VM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-01A/,NA,NA,NA,-1.955,0.75,-4.125,CTB 488,pressure (50nl)
SW171221-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,VAL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-01A/,NA,NA,NA,-1.255,1.15,-3.575,CTB 555,pressure (50nl)
SW171221-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,PF,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-01A/,NA,NA,NA,-2.155,0.75,-4.2,CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171221-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,CP,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-01A/,NA,NA,NA,0.445,3,-2.75,FG,"iontophoresis (10 min, 7secOn/Off)"
SW171221-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,PF,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-02A/,NA,NA,NA,-2.155,0.75,-4.2,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171221-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,VAL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-02A/,NA,NA,NA,-1.255,1.15,-3.575,2. CTB 555,pressure (50nl)
SW171221-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,VM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-02A/,NA,NA,NA,-1.955,0.75,-4.125,3. CTB 488,pressure (50nl)
SW171221-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,CP,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-02A/,NA,NA,NA,0.445,3,-2.75,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW171221-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,SSp-ul,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-03A/,NA,NA,NA,-0.28,2.5,-0.65,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171221-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,CP_caudal,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-03A/,NA,NA,NA,-0.705,3.4,-3,2. CTB 555,pressure (50nl)
SW171221-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-03A/,NA,NA,NA,-0.88,3.75,-0.625,3. CTB 488,pressure (50nl)
SW171221-03A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,retrograde,SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/84/c1/84c11fe5e4550ca0/SW171221-03A/,NA,NA,NA,-0.88,4.1,-1.125,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW171221-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,CP,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW171221-04A/,NA,NA,NA,-0.555,3.5,-4.25,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW171221-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW171221-04A/,NA,NA,NA,-0.38,2.75,-1,2. CTB 555,pressure (50nl)
SW171221-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW171221-04A/,NA,NA,NA,-0.955,4,-1.5,3. CTB 488,pressure (50nl)
SW171221-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSs,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW171221-04A/,NA,NA,NA,-0.755,4.5,-2.75,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW180111-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,PF,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180111-03A/,NA,NA,NA,-2.055,0.75,-2.1,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180111-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180111-03A/,NA,NA,NA,NA,NA,,2. CTB 555,pressure (50nl)
SW180111-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-ll,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180111-03A/,NA,NA,NA,-0.18,2,-0.75,3. CTB 488,pressure (50nl)
SW180111-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,ZI,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180111-03A/,NA,NA,NA,-2.055,1.5,-4.5,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW180117-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,AId,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/4b/56/4b566d18d8902206/1U19MH114821-01/SW180117-01A/,NA,NA,NA,2.345,2.1,-3.6,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
