Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
Etv1-MORF3_MS08-1_30x_Ctx_c01-1_FusionStitcher_offsets_x11681_y08329_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c01-1_FusionStitcher_offsets_x13776_y09561_z024_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c01-1_FusionStitcher_offsets_x14555_y07364_z199_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c01-1_FusionStitcher_offsets_x15820_y08189_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x04028_y06790_z227_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x07731_y05903_z261_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x08158_y02657_z048_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x08642_y04749_z201_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x10005_y01201_z194_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x10292_y02366_z199_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x10500_y00000_z205_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-1_FusionStitcher_offsets_x10603_y01015_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-2_FusionStitcher_offsets_x06617_y06021_z188_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-2_FusionStitcher_offsets_x06620_y18368_z186_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_c05-2_FusionStitcher_offsets_x07276_y18236_z051_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_s03-1_FusionStitcher_offsets_x00145_y00000_z260_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS08-1_30x_Ctx_s03-1_FusionStitcher_offsets_x01821_y00000_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00000_y00000_z164_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00000_y00208_z017_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00110_y01987_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00420_y03304_z205_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00443_y03385_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x00489_y01080_z001_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x01562_y07318_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x02737_y07326_z088_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x02875_y00000_z102_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x04239_y07506_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x04469_y06527_z121_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x04978_y07215_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x05189_y07466_z035_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x05266_y06437_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x05547_y06954_z086_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x05745_y05250_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x07268_y04646_z079_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x07554_y07313_z044_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x07925_y04325_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x08025_y05144_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x08384_y04266_z117_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x09131_y02372_z180_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x10158_y02324_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x10320_y00934_z147_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x11144_y00000_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x11165_y00000_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c01-1_FusionStitcher_offsets_x11403_y00333_z006_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x0000_y0946_z192_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x0688_y0196_z137_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2255_y0499_z018_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2302_y0427_z092_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2304_y0342_z000_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2543_y1010_z114_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2745_y4241_z171_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
Etv1-MORF3_MS18-1_30x_Ctx_c02-2_FusionStitcher_offsets_x2823_y1771_z044_Translated,,Mouse,,"C57BL/6J, ETV1-Cre ; MORF3",cell morphology,MORF Genetic Sparse Labeling,Neocortex,Principal>Pyramidal,1,"University of California, Los Angeles",Hongwei Dong,R01NS133744,MORF-Dong,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Dong-lab",P56,Male,pass,,,,,
